"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"R-HSA-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A",66,0.486334677277763,2.0867938586514,8.53030258427642e-06,0.000129813506670665,9.63089195340218e-05,4062,"tags=53%, list=26%, signal=39%","7311/6233/5710/5707/5692/51529/5696/5693/29945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/8697/5682"
"R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase",72,0.466535760280418,2.04174128806635,8.70110843628699e-06,0.000129813506670665,9.63089195340218e-05,4062,"tags=53%, list=26%, signal=39%","7311/6233/5710/5707/5692/51529/5696/5693/29945/8945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/5720/8697/8454/5682"
"R-HSA-983705","Signaling by the B Cell Receptor (BCR)",106,0.415924157818169,1.98437252690069,8.89094847199802e-06,0.000131319308931411,9.74260774668415e-05,4062,"tags=50%, list=26%, signal=37%","930/640/973/7311/5532/6233/5710/30011/808/5707/5692/974/5696/5693/7220/8945/23291/5695/5716/5579/4775/5777/5694/5702/5701/5699/5698/5700/5686/5295/1147/23198/6654/5721/5689/7316/5711/5691/3708/7409/5690/5713/5718/5715/6500/10197/7314/8517/5720/6885/5293/8454/5682"
"R-HSA-69017","CDK-mediated phosphorylation and removal of Cdc6",65,0.496535533180803,2.13256449238592,9.14059760453421e-06,0.000132359437861736,9.81977513552128e-05,4062,"tags=54%, list=26%, signal=40%","7311/6233/5710/5707/5692/51529/5696/5693/29945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/8697/5682"
"R-HSA-5621481","C-type lectin receptors (CLRs)",124,0.395280022930324,1.92843798870627,9.13025583666597e-06,0.000132359437861736,9.81977513552128e-05,4961,"tags=49%, list=32%, signal=34%","10454/7311/5532/6233/5710/808/5707/5692/30835/3385/5696/5693/8945/23291/5695/5716/7322/5058/4775/5694/5702/5701/5699/5698/50856/5700/5686/1147/23198/6714/5721/5689/7316/5711/5691/3708/5690/5713/5718/5715/6500/10197/7314/8517/2207/5720/6885/8454/5682/1387/6850/2033/5336/3551/29108/9040/7189/94025/4588/5970/5534"
"R-HSA-2871837","FCERI mediated NF-kB activation",77,0.463389094793162,2.04970029193521,9.35294500341393e-06,0.00013411941524313,9.95034823561972e-05,4062,"tags=55%, list=26%, signal=41%","10454/7311/6233/5710/5707/5692/5696/5693/8945/23291/5695/5716/7322/5694/5702/5701/5699/5698/5700/5686/5588/1147/23198/5721/5689/7316/10235/5711/5691/5690/5713/5718/5715/6500/10197/7314/8517/2207/5720/6885/8454/5682"
"R-HSA-69306","DNA Replication",133,0.393665335590037,1.91869521134062,9.5323375018714e-06,0.000135377523944847,0.000100436875905345,4169,"tags=44%, list=27%, signal=32%","7311/6233/5710/6502/5707/5692/57804/6117/51529/8338/55766/5696/5693/5001/29945/64682/5695/56655/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/6118/64785/5984/5721/5689/7316/5422/5711/5691/85236/5690/4175/4171/5557/5713/5718/5715/4172/6500/10197/8364/7314/5426/3020/5720/4173/8697/8454/5682/8362"
"R-HSA-1592230","Mitochondrial biogenesis",85,0.449598521322468,2.04001343123487,9.73530020209015e-06,0.000136943222842735,0.000101598471281963,4739,"tags=51%, list=30%, signal=36%","6604/84303/9556/808/10632/516/64784/521/513/25813/517/9611/10498/514/522/10476/7019/23409/5442/5564/498/1386/55902/3313/539/23408/80205/440574/3418/51106/6300/8648/8841/51422/64216/125988/1387/5571/6648/6256/515/2101/79135"
"R-HSA-4641257","Degradation of AXIN",51,0.528640859453326,2.16342934080066,1.02390987225913e-05,0.000142671215219504,0.000105848081134236,4062,"tags=63%, list=26%, signal=47%","7311/6233/5710/5707/5692/5696/5693/5695/5716/8313/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/8312/10197/7314/5720/5682"
"R-HSA-1169091","Activation of NF-kappaB in B cells",65,0.492621539704537,2.11575432885654,1.2255121879634e-05,0.000168302202660871,0.000124863765791231,4062,"tags=58%, list=26%, signal=44%","7311/6233/5710/5707/5692/5696/5693/8945/23291/5695/5716/5579/5694/5702/5701/5699/5698/5700/5686/1147/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/8517/5720/6885/8454/5682"
"R-HSA-5607764","CLEC7A (Dectin-1) signaling",96,0.43059940312781,2.00140232333071,1.23064576082424e-05,0.000168302202660871,0.000124863765791231,4961,"tags=54%, list=32%, signal=37%","10454/7311/5532/6233/5710/808/5707/5692/5696/5693/8945/23291/5695/5716/7322/4775/5694/5702/5701/5699/5698/5700/5686/1147/23198/6714/5721/5689/7316/5711/5691/3708/5690/5713/5718/5715/6500/10197/7314/8517/5720/6885/8454/5682/6850/5336/3551/29108/9040/7189/5970/5534"
"R-HSA-350562","Regulation of ornithine decarboxylase (ODC)",48,0.533805034644582,2.14319340184014,1.32167019900823e-05,0.000179092374672951,0.000132869017592233,3418,"tags=56%, list=22%, signal=44%","5710/5707/5692/5696/5693/5695/5716/4946/5694/5702/5701/5699/5698/5700/4947/5686/23198/5721/5689/5711/5691/5690/5713/5718/5715/1728/10197"
"R-HSA-8948751","Regulation of PTEN stability and activity",63,0.493568272242258,2.11408734878113,1.35562083343899e-05,0.000182022906453581,0.000135043185417224,3818,"tags=54%, list=24%, signal=41%","7311/6233/5710/10273/5707/5692/1460/5696/5693/5695/1459/5716/207/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/5987/7314/5720"
"R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs",81,0.455069696075658,2.04885361408622,1.39657973374572e-05,0.000185833177184003,0.000137870033459393,4169,"tags=53%, list=27%, signal=39%","7311/6233/5710/5707/25/5692/8338/55766/5696/5693/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/861/85236/1022/5690/5713/5718/6929/865/5715/10197/8364/7314/4297/3020/5720/2625/5682/8362"
"R-HSA-195721","Signaling by WNT",242,0.327586839204608,1.74312759505016,1.89111702316373e-05,0.000249391057429717,0.000185023761382842,5082,"tags=45%, list=32%, signal=31%","7311/5532/3065/6233/5710/8324/5525/808/5707/5692/84870/284654/51176/9580/8338/55766/1460/5696/5693/4221/8945/5880/5695/1459/5330/5716/9070/5579/8313/4343/1856/207/5694/5702/5701/1857/5699/5698/5700/5686/5879/23198/1487/5158/5527/144165/161/5721/5689/1175/7316/1173/5711/139285/5691/3708/6422/85236/25776/51339/5690/5713/5718/6259/5715/163/7514/4920/192670/84133/8312/6500/10197/8295/8364/50964/2932/7314/123169/2793/5216/3020/607/27327/5720/6885/864/2535/8454/5682/8362/1387/10023/1457/9736/2790/2033/166/8322/26523/8724/64840/723790/5929/5534/7534/27161/2787/1454"
"R-HSA-446652","Interleukin-1 family signaling",134,0.386087057584763,1.88507501492173,2.10596671075304e-05,0.000275266622281614,0.000204220898546243,5205,"tags=53%, list=33%, signal=36%","10454/7311/6233/5710/8878/5707/10068/5692/5778/6288/5696/5693/54472/8945/10392/23291/5695/5716/51135/5777/5694/5771/5702/5701/5699/5698/5700/5686/80216/1147/6774/23198/5721/5689/7316/5711/5691/5775/5690/5713/1511/5718/5715/25930/6500/90865/10197/3654/9097/7314/8517/5781/28512/5720/6885/8454/4215/5682/29110/5783/834/4615/3551/5604/7189/59307/79792/5970/9684/8767/7979"
"R-HSA-4086400","PCP/CE pathway",87,0.437057043421398,1.99339539561862,2.14939582005691e-05,0.000278478739142461,0.000206603974947298,4062,"tags=52%, list=26%, signal=39%","7311/6233/5710/8324/5707/5692/5696/5693/5880/5695/5716/5579/1856/5694/5702/5701/1857/5699/5698/5700/5686/5879/23198/144165/161/5721/5689/1175/7316/1173/5711/5691/5690/5713/5718/6259/5715/163/4920/10197/7314/5216/5720/2535/5682"
"R-HSA-8941858","Regulation of RUNX3 expression and activity",53,0.498863231694919,2.05673205404201,2.26245358818589e-05,0.000290577734760918,0.000215580245794189,4062,"tags=60%, list=26%, signal=45%","7311/6233/5710/5707/5692/5696/5693/5695/5716/5694/5702/5701/5699/5698/5700/5686/6714/5721/5689/7316/5711/5691/5690/5713/5718/865/5715/10197/7314/5720/864/5682"
"R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA",54,0.515454793276078,2.12213502389337,2.37897219459065e-05,0.000296227045318651,0.000219771481435852,4062,"tags=61%, list=26%, signal=45%","7311/6233/5710/5707/5692/5696/5693/3312/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/1981/5690/5713/5718/5715/10197/26986/7314/5720/5682"
"R-HSA-69563","p53-Dependent G1 DNA Damage Response",63,0.484787214653565,2.07647568733288,2.42641454673366e-05,0.000296227045318651,0.000219771481435852,4291,"tags=52%, list=27%, signal=38%","7311/6233/5710/1027/5707/5692/5696/5693/5695/5716/472/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682/64326"
"R-HSA-69580","p53-Dependent G1/S DNA damage checkpoint",63,0.484787214653565,2.07647568733288,2.42641454673366e-05,0.000296227045318651,0.000219771481435852,4291,"tags=52%, list=27%, signal=38%","7311/6233/5710/1027/5707/5692/5696/5693/5695/5716/472/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682/64326"
"R-HSA-69615","G1/S DNA Damage Checkpoints",63,0.484787214653565,2.07647568733288,2.42641454673366e-05,0.000296227045318651,0.000219771481435852,4291,"tags=52%, list=27%, signal=38%","7311/6233/5710/1027/5707/5692/5696/5693/5695/5716/472/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682/64326"
"R-HSA-5658442","Regulation of RAS by GAPs",62,0.48081255047646,2.03179995485515,2.42677538818935e-05,0.000296227045318651,0.000219771481435852,3818,"tags=52%, list=24%, signal=39%","7311/64926/6233/5710/5707/5692/5696/5693/5695/5716/4763/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/22821/5690/5713/5718/5715/10197/7314/5720"
"R-HSA-9705683","SARS-CoV-2-host interactions",178,0.346312415803981,1.7785541530435,2.40770232196306e-05,0.000296227045318651,0.000219771481435852,5882,"tags=59%, list=37%, signal=37%","10454/7311/6232/6204/23225/6233/6188/6235/23339/6206/3921/6208/6223/9641/6210/6203/6633/7175/6193/3455/6205/6209/25929/51065/6773/2197/11311/7284/10392/11097/23511/23367/6230/79023/6637/6201/79902/9632/57617/6217/207/5777/8480/6227/6218/26276/1147/89122/79833/8021/50628/7316/64601/8487/7187/23165/3454/81929/6628/7405/6441/6396/3654/7314/8517/7555/5781/9688/55746/51128/65082/6885/3661/1387/29110/6229/23279/55706/3326/10484/3551/6192/30849/23636/4927/7189/7534/81631/9631/8767/9972/3106/7706/3105/114548/57122/6191/4928/6231/6207/6636/9868/6187/54960/10146"
"R-HSA-351202","Metabolism of polyamines",55,0.505617822295107,2.08081851406102,2.65926668844697e-05,0.000316900385710137,0.000235109077093862,3418,"tags=53%, list=22%, signal=41%","5710/5707/5692/5696/5693/5695/196743/5716/4946/5694/5702/5701/5699/5698/5700/4947/5686/23198/5721/5689/5711/5691/5690/5713/5718/5715/6611/1728/10197"
"R-HSA-174143","APC/C-mediated degradation of cell cycle proteins",78,0.438745447453576,1.94825505413048,2.66050425376148e-05,0.000316900385710137,0.000235109077093862,4062,"tags=50%, list=26%, signal=37%","7311/6233/5710/6502/5707/5692/51529/5696/5693/29945/8945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/5720/8697/8454/5682"
"R-HSA-453276","Regulation of mitotic cell cycle",78,0.438745447453576,1.94825505413048,2.66050425376148e-05,0.000316900385710137,0.000235109077093862,4062,"tags=50%, list=26%, signal=37%","7311/6233/5710/6502/5707/5692/51529/5696/5693/29945/8945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/5720/8697/8454/5682"
"R-HSA-202403","TCR signaling",112,0.405243535428873,1.92637705558256,2.69321537163559e-05,0.000318230328312462,0.000236095764368223,5928,"tags=61%, list=38%, signal=38%","7311/915/27040/6233/5710/919/5707/917/5692/7535/5696/5693/8945/23291/5695/5296/5716/7322/5058/5694/5702/5701/5699/5698/5700/5686/5588/5295/1147/51466/23198/5721/5689/7316/5711/5691/5690/5713/3702/5718/5715/1445/6500/10197/3122/7314/8517/5720/6885/8454/5682/55740/50852/5336/3551/7189/3113/916/5970/8767/7979/3117/5708/84433/3932/9861/7454/5335"
"R-HSA-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint",67,0.466151727298934,2.00458551230917,2.86201867644671e-05,0.000335492189294586,0.000248902376122057,4062,"tags=52%, list=26%, signal=39%","7311/6233/5710/5707/5692/51529/5696/5693/29945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/8697/5682"
"R-HSA-1234176","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha",62,0.476567682234321,2.01386214708745,2.93794978418917e-05,0.000341681246554914,0.000253494051002149,4097,"tags=55%, list=26%, signal=41%","7311/6233/5710/5707/5692/5696/5693/6923/5695/5716/7322/5694/5702/5701/5699/5698/8453/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682/7428"
"R-HSA-445355","Smooth Muscle Contraction",39,0.54893533327733,2.10300183305356,3.19387260767583e-05,0.000368542956370094,0.000273422811232775,2602,"tags=46%, list=17%, signal=39%","7169/4636/3693/808/7094/7168/10580/800/4637/59/140465/25802/8912/5058/8911/4629/4638/103910"
"R-HSA-9837999","Mitochondrial protein degradation",87,0.430824426753887,1.96496874158185,3.529440361905e-05,0.00040410724143672,0.000299808030741991,4317,"tags=51%, list=27%, signal=37%","91689/3419/5832/6182/10632/27166/26520/8192/6472/4722/4712/5162/4695/5096/1327/522/10476/7019/1431/27034/1891/27089/9377/27429/54995/498/6687/1329/4723/56910/3313/539/4200/3418/3033/4191/4731/10845/51079/2235/4976/3028/38/115209"
"R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",91,0.419293239641161,1.93020371803413,3.5931691401272e-05,0.000408239293843682,0.00030287360930141,2337,"tags=27%, list=15%, signal=24%","348/2266/4240/56975/6696/375056/3270/10130/813/3956/3490/3491/5034/3488/4221/5611/652/54587/8074/3053/3487/3486/718/1000/2243"
"R-HSA-4608870","Asymmetric localization of PCP proteins",62,0.472512375755041,1.9967253824307,3.67954722530695e-05,0.000414861927616669,0.000307786955527885,4062,"tags=55%, list=26%, signal=41%","7311/6233/5710/8324/5707/5692/5696/5693/5695/5716/1856/5694/5702/5701/5699/5698/5700/5686/23198/144165/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/2535/5682"
"R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry",82,0.43573468087696,1.9538437793347,3.83274914723137e-05,0.00042886140079248,0.000318173194758202,4062,"tags=50%, list=26%, signal=37%","7311/6233/5710/994/6502/1027/5707/5692/91768/5696/5693/5695/5716/4149/207/5694/5702/5701/5699/5698/5700/5686/5721/5689/7316/5711/1163/5691/1022/5690/5713/5718/5715/5934/6500/10197/7314/1019/5720/8454/5682"
"R-HSA-3247509","Chromatin modifying enzymes",198,0.334797633025322,1.74861824574315,3.95507092852599e-05,0.000435943265778574,0.000323427245608449,4965,"tags=48%, list=32%, signal=34%","6604/23338/3065/54859/79595/9739/6883/57325/6601/8338/55766/55140/84148/60/9611/10498/29072/9757/51780/6605/83852/5253/25855/6944/9070/2874/57634/10902/112869/55250/8850/9869/26009/1386/57504/55578/6599/23587/26610/1108/55929/64754/6603/23774/1788/11091/85236/56943/93624/84678/8648/2146/8841/23210/84193/84661/54496/8295/8364/4297/6602/64324/1019/80314/284058/8289/23081/7403/64769/3276/10943/54934/8362/79960/1387/10474/10419/23028/2033/55689/55352/8473/2122/9612/8464/51317/27154/54904/8284/27097/7862/55170/723790/5929/5970/7994"
"R-HSA-4839726","Chromatin organization",198,0.334797633025322,1.74861824574315,3.95507092852599e-05,0.000435943265778574,0.000323427245608449,4965,"tags=48%, list=32%, signal=34%","6604/23338/3065/54859/79595/9739/6883/57325/6601/8338/55766/55140/84148/60/9611/10498/29072/9757/51780/6605/83852/5253/25855/6944/9070/2874/57634/10902/112869/55250/8850/9869/26009/1386/57504/55578/6599/23587/26610/1108/55929/64754/6603/23774/1788/11091/85236/56943/93624/84678/8648/2146/8841/23210/84193/84661/54496/8295/8364/4297/6602/64324/1019/80314/284058/8289/23081/7403/64769/3276/10943/54934/8362/79960/1387/10474/10419/23028/2033/55689/55352/8473/2122/9612/8464/51317/27154/54904/8284/27097/7862/55170/723790/5929/5970/7994"
"R-HSA-8939902","Regulation of RUNX2 expression and activity",65,0.473655439469299,2.03429705295606,4.07535109973203e-05,0.000445873598096608,0.000330794580492869,4062,"tags=57%, list=26%, signal=42%","7311/6233/5710/6502/10273/5707/5692/5696/5693/860/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/865/5715/6500/10197/2932/7314/5720/8454/5682"
"R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements",86,0.429372462181413,1.95454000145289,4.14224144180036e-05,0.000446575956900666,0.000331315661998784,3872,"tags=49%, list=25%, signal=37%","7311/6233/5710/23016/5707/5692/5696/5693/56915/3312/5695/5716/118460/207/55802/5694/5702/5701/5699/5698/51013/5700/5686/8021/23198/5721/5689/7316/8570/5711/5691/1981/5690/5713/5718/5715/7514/10197/26986/7314/5720/54512"
"R-HSA-3858494","Beta-catenin independent WNT signaling",126,0.37832183019838,1.84245401623598,4.14016781702399e-05,0.000446575956900666,0.000331315661998784,4062,"tags=44%, list=26%, signal=33%","7311/5532/6233/5710/8324/808/5707/5692/51176/5696/5693/5880/5695/5330/5716/5579/4343/1856/5694/5702/5701/1857/5699/5698/5700/5686/5879/23198/5158/144165/161/5721/5689/1175/7316/1173/5711/5691/3708/5690/5713/5718/6259/5715/163/4920/192670/10197/7314/2793/5216/27327/5720/6885/2535/5682"
"R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)",80,0.434665870339697,1.95609361756437,4.82622091310707e-05,0.000516545528163706,0.000383226237265023,4062,"tags=51%, list=26%, signal=38%","7311/5532/6233/5710/808/5707/5692/5696/5693/8945/23291/5695/5716/5579/4775/5694/5702/5701/5699/5698/5700/5686/1147/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/8517/5720/6885/8454/5682"
"R-HSA-382556","ABC-family proteins mediated transport",90,0.426682768960916,1.96091706277044,4.97754952157865e-05,0.000528909398803717,0.000392399019459551,4071,"tags=51%, list=26%, signal=38%","7311/6233/5710/215/10057/5707/5692/1968/51009/5696/5693/5695/5716/23460/27248/5694/5702/5701/5699/5698/5700/5686/10347/23198/1080/5721/5689/7316/5711/23/5691/5690/22/5713/5718/5715/91445/10197/10613/5824/7314/10350/5720/9619/5682/8714"
"R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers",398,0.273845134041819,1.53855299710552,5.36569782220146e-05,0.000566081120242254,0.000419976799467047,4844,"tags=40%, list=31%, signal=28%","2266/930/7311/53335/3065/6233/5710/29851/471/27044/5525/808/7094/1027/8878/5707/23189/55615/5692/7535/83464/11064/5432/7175/51009/51107/5156/81608/6776/5696/5693/23164/60/9611/2264/5436/182/5438/5880/22808/3831/5695/5296/5433/6464/5716/2475/57599/4763/4343/54518/142678/5495/27248/207/5777/5694/8074/8087/5702/5701/5699/5698/8850/5700/5686/5435/23385/5295/1147/5879/1185/84447/6774/23198/1487/2323/5527/818/55294/2243/9321/6714/6654/5721/5159/5689/7316/51564/5711/80304/139285/4915/4627/5691/2254/71/5245/7409/5441/5690/5713/5605/51530/5718/5715/8841/10342/2309/1445/192670/6199/8312/391/8546/6500/10197/64223/2932/8660/7314/50507/5781/6777/7048/6238/1639/5720/3587/1051/5293/8454/3725/5682/5437/2261/1387/7450/2033/50852/8322/5551/5601/1937/7414/4303/9612/2064/5604/5430/598/11221/2885/55109/1956/22872/26523/2308"
"R-HSA-381119","Unfolded Protein Response (UPR)",89,0.414853494532062,1.89427325809311,6.55272769672742e-05,0.000683446542956035,0.0005070504587658,5568,"tags=56%, list=35%, signal=36%","58477/10113/23016/440/7094/81501/10525/10130/9709/1200/116138/1968/56915/1649/5611/56005/6464/118460/64061/51013/30827/84447/8570/10954/22926/4189/64764/6745/37/8720/1639/2673/54512/4800/6734/1051/11015/8681/1054/118/9797/22872/23404/7709/7494/1388/153222/2137/5393/3309"
"R-HSA-5683057","MAPK family signaling cascades",251,0.3045859899038,1.62850324878929,6.57071151657123e-05,0.000683446542956035,0.0005070504587658,4976,"tags=42%, list=32%, signal=29%","2266/1740/7311/64926/27040/6233/5710/5525/808/7094/5707/5692/57731/5778/5156/5923/5696/5693/60/2264/22808/2342/5695/5296/6464/5716/4763/4343/5058/54518/23463/2339/5694/8074/5702/5701/5699/5698/5786/5700/5686/5588/5295/5879/28956/23198/2323/5527/818/2243/6714/6654/5721/5159/5689/7316/5711/5691/2254/8555/71/5245/22821/2674/5690/6300/5713/5605/5718/5715/2309/7514/1445/192670/10197/8660/7314/5781/27327/5720/3725/5682/2261/284/7450/5596/84292/3560/8649/7414/2064/5604/23179/5921/5147/598/11221/2885/25780/1956/26523/2308/10602/51125/7010/27161"
"R-HSA-9864848","Complex IV assembly",40,0.534321041470274,2.05257397550952,7.39241095254321e-05,0.000763537830552889,0.000566470357129001,4272,"tags=62%, list=27%, signal=46%","51241/1355/80775/6834/1327/1350/1351/9167/9377/55744/79064/1329/10063/100131801/51204/55969/93058/28958/1347/25953/389203/116228/29090/493753/1345"
"R-HSA-5688426","Deubiquitination",221,0.320559993733094,1.67728126058063,8.17532938868627e-05,0.00083853899354789,0.000622113881112749,5521,"tags=48%, list=35%, signal=32%","10454/7311/6233/5710/6502/51720/5707/5692/29844/8338/23358/5696/5693/9817/9577/60/4738/10392/7347/5695/5716/57599/29086/91833/8313/5694/7345/5702/5701/5699/5698/8078/8850/5700/5686/89122/23198/1080/7874/171023/5721/4287/5689/79913/7316/7419/5711/9960/5691/85236/5690/7187/93624/5713/57559/5718/5715/51377/4798/8312/90865/5423/11047/125476/10197/8295/9097/7314/8517/8239/7048/221937/8737/5720/2625/23172/6885/5682/9804/10474/9146/9736/2033/8473/7353/84749/4303/54617/55288/23032/7189/8724/580/723790/27005/7528/8767/7979/86/8027/7706/114548/5708/27430/79931/57695"
"R-HSA-5687128","MAPK6/MAPK4 signaling",79,0.429165501804765,1.91707387978792,9.49478120654345e-05,0.000967158058073426,0.000717536641452758,4062,"tags=49%, list=26%, signal=37%","7311/6233/5710/5707/5692/5696/5693/5695/5716/4343/5058/5694/5702/5701/5699/5698/5700/5686/5879/23198/5721/5689/7316/5711/5691/8555/5690/5713/5718/5715/2309/7514/192670/10197/7314/27327/5720/3725/5682"
"R-HSA-1236975","Antigen processing-Cross presentation",99,0.398454408542164,1.87612590391673,9.56886870270332e-05,0.000968028703691288,0.000718182575307437,3620,"tags=44%, list=23%, signal=34%","2266/7311/6233/5710/3693/5707/5692/29927/5696/5693/929/1535/5695/5716/6271/5694/23643/5702/5701/5699/5698/5700/5686/1147/23198/2243/5721/5689/7316/5711/5691/5690/114609/5713/10333/1514/5718/3685/5715/23480/10197/9554/7314/8517"
"R-HSA-983168","Antigen processing: Ubiquitination & Proteasome degradation",268,0.305544490019754,1.64432968994392,0.000101341183307111,0.00101823760370478,0.000755432666113159,4121,"tags=38%, list=26%, signal=29%","7311/6233/5710/26234/6502/114907/10273/84727/5707/79791/7332/5692/10193/51529/55905/23352/79754/9903/5696/5693/9817/29945/64219/26263/140459/6923/8945/92591/64682/55182/23291/5695/26046/140461/55336/5716/7322/142678/65264/5694/5702/5701/5699/5698/26267/8453/5700/5686/7326/115290/143279/9616/89122/8925/23198/51433/55294/6737/84676/5721/10425/5689/23304/7316/5711/27246/5691/29116/200845/5690/51130/5713/79176/9520/5718/899/5715/7325/55284/6047/51465/7327/6500/22888/10197/4591/7317/8924/7314/26272/84861/5720/55585/51619/51191/7319/8697/26091/8454/26249/5682/7428/90933"
"R-HSA-8956320","Nucleotide biosynthesis",12,0.749950635093044,2.07488731382215,0.000113946559357799,0.00113715586602344,0.000843658380451411,2328,"tags=75%, list=15%, signal=64%","158/471/3615/790/2618/5471/10606/3614/122622"
"R-HSA-9013694","Signaling by NOTCH4",81,0.430235316602849,1.93704215185255,0.000115668899081386,0.00114659707344434,0.000850662832523649,4187,"tags=49%, list=27%, signal=36%","7311/6233/5710/5707/5692/83464/51107/5696/5693/182/59/5695/5716/207/5694/5702/5701/5699/5698/8850/5700/5686/23385/55294/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/5720/8454/5682/1387"
"R-HSA-1234174","Cellular response to hypoxia",69,0.44509870296564,1.91743686909103,0.000122106028442842,0.00120233736006719,0.000892016670940342,4375,"tags=54%, list=28%, signal=39%","7311/6233/5710/5707/5692/5696/5693/6923/5695/5716/7322/55662/5694/5702/5701/5699/5698/8453/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682/7428/1387/2033"
"R-HSA-1236974","ER-Phagosome pathway",85,0.417301723608996,1.89346957489042,0.000124577810395126,0.00121855248975895,0.000904046710500709,3620,"tags=47%, list=23%, signal=36%","2266/7311/6233/5710/5707/5692/29927/5696/5693/929/5695/5716/6271/5694/23643/5702/5701/5699/5698/5700/5686/1147/23198/2243/5721/5689/7316/5711/5691/5690/114609/5713/10333/5718/5715/23480/10197/9554/7314/8517"
"R-HSA-9639288","Amino acids regulate mTORC1",49,0.494002157684564,1.98317455839322,0.000132380999541824,0.00128636010738996,0.000954353327721873,4522,"tags=57%, list=29%, signal=41%","529/389541/9296/64121/10641/8131/528/8992/55004/58528/2475/533/28956/10542/90423/526/84219/652968/51382/81929/51606/64223/6396/79726/10312/10670/8649/54468"
"R-HSA-917937","Iron uptake and transport",52,0.483633527340234,1.98857561293104,0.000136704004204986,0.00131299541243047,0.000974114117763689,4253,"tags=54%, list=27%, signal=39%","7311/6233/529/26234/9296/57192/2512/528/8992/4738/79901/533/51310/23545/55240/4891/7316/90423/526/48/51382/51606/6500/7314/30061/9843/8454/10312"
"R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins",69,0.443507245533859,1.91058104332709,0.000137788956619311,0.00131299541243047,0.000974114117763689,4062,"tags=51%, list=26%, signal=38%","7311/6233/5710/5707/5692/51529/5696/5693/29945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/8697/5682"
